sound_id,split
8730,train
89494,train
189848,train
151740,train
160244,val
162224,train
360034,train
105628,train
114360,train
379507,train
33655,train
405070,train
398407,train
367313,train
257865,train
77707,train
187002,train
81,train
102705,val
40833,train
321768,val
60392,train
341432,train
69654,train
53564,train
102091,val
247135,train
121477,train
425992,train
28981,train
112647,train
109494,train
358240,train
170623,train
86737,val
71796,train
64958,train
32495,val
95948,train
26665,val
199254,train
223672,val
395832,val
87051,train
61779,train
202604,train
112188,train
146098,train
142677,train
337164,train
21432,train
48084,val
157374,train
162350,train
215562,train
372993,train
248480,train
102466,val
15360,train
112196,train
381359,train
209661,train
248298,train
345579,train
336589,train
115086,train
164179,val
58059,train
413622,train
133797,train
59053,train
335951,val
52436,train
46748,val
495551,val
154000,train
166049,train
323083,train
180295,train
196168,train
133659,val
95387,train
53604,train
49407,train
214485,train
94823,train
357832,train
62327,train
419042,train
50764,train
121457,train
188489,train
413874,train
4288,train
73090,val
403071,train
263052,train
24643,val
108155,train
153719,train
3266,train
387927,train
49855,val
19528,val
58051,train
59974,train
344353,train
211478,train
270465,train
11776,train
345556,train
73094,train
42266,train
5515,val
78794,val
393460,train
114093,train
86464,train
116926,train
258261,train
334915,train
156946,train
236419,train
370994,val
29477,val
128010,val
86755,train
387829,train
98650,train
40313,train
358859,train
61874,train
28252,train
247371,train
236598,val
373365,train
26019,train
105274,train
151088,train
419972,train
413833,val
25588,train
331379,train
354393,train
477311,train
174627,train
329555,train
76600,val
275367,val
76433,train
256579,train
18038,train
121072,train
156705,train
81990,train
8751,train
50718,train
104210,train
102380,val
85549,train
91746,train
39980,train
257094,val
272421,train
179263,train
40447,val
274000,train
348082,train
23476,train
19475,train
138453,val
417755,train
13908,train
80821,train
210632,train
56011,train
45946,val
10090,train
60774,val
5840,train
98783,train
408419,val
95629,val
86747,train
160309,train
253611,train
242931,train
79051,train
164617,train
375548,val
424786,train
330751,train
378713,train
32583,train
168075,val
102536,train
247944,train
137925,train
50194,train
121361,train
58604,train
327129,train
179924,train
193844,train
155046,val
50423,train
82003,train
78526,train
181071,val
90268,train
199202,train
48224,train
316029,train
36399,train
114154,train
147867,train
357554,val
17690,val
155203,train
194673,train
141161,train
242235,train
6635,train
50679,train
53842,train
357128,train
47338,train
75452,val
359205,train
371815,train
77296,val
69246,train
33130,train
74821,train
142854,train
63585,train
105362,train
360188,train
26935,val
153718,train
49020,train
84387,val
324122,train
58874,train
105223,train
40100,train
373973,train
467327,train
354904,train
218188,train
4532,train
222204,train
382669,train
336982,train
115085,train
6233,val
92402,train
247575,train
126543,train
390459,train
366413,val
390715,train
340712,train
103373,train
18281,val
237936,train
12681,val
211540,train
117786,train
37315,train
76715,train
270815,train
157580,val
78499,train
115417,val
32587,train
34182,train
46060,train
183639,train
20576,train
4816,train
11689,train
354794,val
21368,train
361091,train
326978,train
210835,train
94104,train
132579,train
182963,train
416869,train
247989,train
477031,train
254329,train
169807,train
78791,val
143038,val
51632,train
152092,train
28870,train
117940,train
51423,val
359353,train
119354,train
26693,train
204636,val
139001,train
88544,train
142862,train
238638,train
406848,val
102012,train
76982,train
49774,train
275009,train
194303,train
59617,train
111114,train
5791,train
108959,train
331230,val
217364,train
169317,train
17519,train
238873,train
117890,train
88470,train
372850,train
419329,train
106439,train
18273,train
43743,train
174237,train
54253,train
235551,train
144059,val
361186,val
107223,train
73712,train
15845,train
64238,train
146708,train
83118,val
80791,val
109903,val
27491,train
343987,train
252234,train
252513,train
57490,val
419032,train
68718,train
251765,train
415454,train
44,train
211499,train
45905,train
60805,train
26585,train
477025,train
63364,train
13085,train
336798,train
267451,train
236478,train
250526,train
68395,train
241497,train
156819,train
147932,train
439996,train
345261,train
209920,train
269007,train
395593,train
150114,train
50256,train
28748,train
105303,train
33477,train
5185,train
166934,val
24820,train
130099,val
164951,val
142011,train
11963,train
275580,train
105297,train
105333,train
372687,train
378622,train
128829,val
105949,train
10739,val
458036,val
113349,train
357469,val
38884,train
33652,val
92399,train
70270,train
477293,val
196010,train
266496,train
389214,train
127639,train
270440,train
167548,train
373718,train
54435,val
316602,train
80834,train
9562,train
43113,train
144191,val
34530,train
29438,train
191731,train
149808,val
373184,train
50272,train
444012,train
152852,train
35239,train
93452,train
162753,val
28765,train
417608,train
76593,train
14785,train
118898,train
241483,train
10594,train
270133,train
107960,train
202898,train
144843,train
425154,train
9333,train
188038,val
421874,train
273787,train
373723,train
83873,train
118741,train
109910,train
156703,train
18879,train
75707,val
180618,train
325701,train
213945,train
15225,val
170320,train
240280,train
87775,train
275460,train
1173,train
25262,train
374123,train
137632,train
73453,val
109635,val
477082,train
165998,train
321290,train
94742,train
248454,train
60640,train
333509,val
177137,train
358876,train
359067,train
38612,train
358261,train
14986,val
170539,train
276072,train
231992,train
67345,val
151326,train
241578,train
386179,train
433960,train
74697,train
244331,train
98385,train
180297,train
336769,train
191411,train
50917,train
157820,train
72251,val
17898,val
32545,val
144331,train
86427,val
397010,train
37241,train
31000,val
416430,train
101421,val
114445,val
45437,val
166479,train
39876,val
124681,val
382591,val
97591,train
51691,train
320301,train
18663,train
54902,train
40132,train
95616,train
113580,train
31747,train
130968,train
127621,train
97756,train
171707,train
491747,val
137661,train
818,train
133360,train
41793,train
142867,train
148510,train
133165,train
27641,val
354199,val
103614,val
113284,val
183718,train
10933,train
383609,train
354247,train
91041,train
41762,val
362186,train
354688,train
494701,val
424847,val
418407,train
174722,train
413688,train
402095,val
214729,train
30880,train
130514,val
477302,train
135762,train
484436,train
20539,train
380514,train
458035,train
200926,train
477305,train
165142,train
159439,val
140204,train
28614,train
27367,train
371915,train
243630,train
164592,val
48189,train
78868,train
115440,train
108678,train
94987,val
60829,train
52268,train
57322,train
5577,train
212050,train
28861,train
126862,train
353793,val
154730,val
337235,train
338088,val
220594,train
102397,train
40509,train
44627,val
216754,train
9386,train
53277,train
27952,train
86578,train
35139,train
15957,train
241830,train
357142,train
267954,train
427699,val
187314,train
13906,val
8753,train
68688,val
244968,val
334648,val
33280,train
349240,train
106955,train
208921,train
240138,train
200908,train
76617,train
93406,train
377065,train
50186,train
377589,train
424791,train
408417,train
18054,train
35884,val
101233,val
395828,train
273050,train
267249,train
64778,train
429075,val
405262,train
112289,train
3814,train
349396,train
109192,train
68013,train
146335,train
425768,val
329136,train
246529,train
214565,train
231957,train
354948,train
75105,train
257858,train
356039,train
127158,train
72303,val
133270,train
210650,train
176883,train
200631,train
183055,train
165235,train
325378,val
373982,train
133503,train
184818,train
16768,train
159777,train
164828,train
10481,val
12001,train
3334,train
60408,train
354258,train
377386,train
372684,train
354205,train
41664,train
119680,train
56532,train
109119,train
59244,train
54803,train
48995,train
169181,train
17561,val
179905,val
87954,train
82810,train
96346,train
42813,train
114443,train
138971,train
4073,train
15880,val
352066,train
328411,train
65455,train
153246,train
205079,train
185742,train
315648,train
28924,train
187791,val
339650,train
115922,train
257052,val
994,train
185809,train
10418,val
182991,train
246563,train
137565,train
359700,train
105725,train
11668,train
160263,train
222923,val
163018,train
374108,train
10723,train
373898,train
249118,val
142845,train
36774,train
249049,train
249073,train
107328,train
26540,train
58622,train
276826,train
2636,val
7883,train
382250,train
404053,train
33895,val
39992,val
115331,train
370941,val
188717,val
154020,val
377774,train
221790,train
61224,val
238662,train
77280,train
231462,train
191609,train
246061,train
172951,train
420942,train
86441,train
104390,train
231686,train
86248,train
169623,train
45923,val
72230,train
402801,val
98876,train
209045,train
38970,train
192353,train
112662,train
109087,train
58231,train
125557,train
183162,train
81909,train
34195,train
118585,train
29961,train
212397,train
101811,train
236347,train
236348,train
9542,train
86399,train
376006,train
114126,train
141191,val
166109,train
316646,train
72882,train
19217,val
236418,train
252218,train
98019,train
91079,train
106445,train
124022,train
105622,train
374116,train
251145,train
44365,train
155223,train
163565,train
39875,train
173841,train
58665,train
142719,train
20190,train
160570,train
72963,train
75253,train
146544,train
10553,train
249132,train
8241,val
222317,train
105637,train
148244,train
26544,train
354318,train
97649,train
116767,train
54279,train
356891,train
91977,train
66432,train
61772,train
173889,train
16466,train
427227,train
390706,train
88971,train
83537,train
28983,val
366757,train
249546,val
119094,train
263947,train
132951,train
207487,train
117089,train
378309,train
151446,train
99692,val
276113,val
43673,val
103995,train
315935,train
219784,train
56522,train
339901,train
121369,train
63921,train
15791,val
127622,train
160574,train
149988,val
66608,train
236402,train
99435,train
401817,val
47668,train
252523,train
171597,train
54771,val
213375,train
146946,val
15123,train
122299,train
420276,train
334093,train
255812,val
214369,val
59605,train
31002,train
156750,train
348309,val
31647,train
112270,train
157819,val
101313,train
261854,train
48160,train
150958,val
34966,train
61714,val
54213,train
50183,train
50270,val
40349,train
95383,train
438928,train
130570,val
24115,train
231490,val
50785,val
147216,val
23072,train
145653,train
418410,train
24036,train
37284,train
43213,train
53296,train
44910,train
318758,train
80526,val
222390,train
28410,train
124276,val
256954,train
203649,train
414503,train
102360,train
18714,train
42826,train
63741,train
132805,train
396977,train
64277,train
261413,train
328643,train
154237,train
249080,val
337964,train
382848,train
37228,train
16782,train
71709,train
76726,train
164053,train
65946,train
38592,train
109140,train
58364,train
51022,train
187611,train
75099,train
78665,train
33542,val
127207,train
52786,train
95034,train
40988,train
373915,train
92969,train
45113,train
114124,val
64557,train
236682,train
265544,train
93876,train
17932,train
107722,val
11602,train
169800,train
144065,train
50304,train
9657,train
71,train
82785,train
402021,train
354279,train
154288,train
359724,train
356682,train
67843,train
72300,train
36395,train
107606,train
329780,train
352856,train
83438,val
79236,train
68898,train
26781,train
6520,train
346506,train
363169,train
153532,train
365569,train
19245,train
327912,train
20658,train
402605,train
85722,train
272478,train
392063,train
254389,train
421832,train
166182,train
325459,val
79636,train
50266,val
116669,train
90440,train
234950,train
241500,train
372236,train
92971,train
109934,train
66884,train
66363,val
15833,train
6055,train
39327,train
97301,train
354929,train
244457,train
198257,train
264351,train
15555,val
160262,train
25698,train
359799,train
119307,val
90431,train
10525,train
142837,train
10434,val
357464,train
105902,val
84063,val
146653,train
372674,train
76667,train
200039,train
113270,train
359680,train
26559,train
28597,train
269478,train
133674,val
20458,train
270729,train
360673,train
2980,train
366957,train
174439,val
95820,val
45919,train
80522,train
164183,train
166386,train
95694,train
91748,train
350724,train
34067,train
112265,train
15422,train
50913,train
62591,val
176136,train
75855,train
20530,train
184203,train
51552,train
88836,train
344597,train
171184,train
386354,train
354696,train
357210,train
251305,train
206122,train
222458,train
479408,train
61718,val
93868,train
414260,train
29304,train
53458,train
336494,train
57481,train
150363,train
47140,train
219488,train
193864,train
29124,train
99243,train
193830,val
190579,train
352379,train
54099,train
64804,train
7939,train
221843,train
231972,train
39915,train
39550,train
6961,train
374184,val
121045,train
125149,val
26464,val
40028,val
332505,train
50486,train
236812,train
169119,train
254573,train
45993,val
65441,train
36093,train
344666,train
39538,train
341070,train
3247,train
375999,train
316572,train
109608,train
33303,train
378568,val
60753,train
188224,val
340716,train
3746,train
233715,train
34595,train
366576,train
197866,train
194743,train
102045,train
86458,train
239581,val
72240,train
90350,train
102858,train
82700,val
236392,train
36937,train
101309,train
202302,train
61768,train
123812,train
92948,train
237683,train
168443,val
86422,train
26275,val
236668,train
57735,val
86463,train
92371,val
321785,train
80714,train
381487,val
246661,train
275100,train
58023,train
357443,val
6376,train
247182,train
13464,val
97027,train
194370,train
3952,train
111657,train
327843,train
148525,train
36325,train
357511,train
153636,train
66610,train
121762,train
144556,train
80818,train
163311,train
150913,train
152708,train
37358,train
173893,train
119674,train
10503,val
130406,train
131032,train
84746,train
3815,train
165616,train
256557,val
333275,train
115569,train
50286,val
96545,train
4053,train
18881,val
362330,train
48078,val
201203,train
67306,val
136275,train
105406,train
5797,train
176965,train
127629,train
38665,train
149437,train
38388,train
158612,train
36628,train
7068,train
121605,train
109593,val
54269,train
3742,train
267089,train
231628,train
94291,train
416286,val
8723,train
93079,train
390858,train
274480,train
85949,val
359442,train
523,train
341200,train
175402,train
249873,train
156183,val
189695,train
276056,val
148230,val
62849,train
40036,train
90920,train
39328,train
23306,train
302523,train
139824,val
88446,train
33970,train
234301,train
477228,train
63395,train
201013,train
240097,train
68051,train
74383,train
187586,train
148034,train
96757,train
122789,val
82283,train
164375,train
123125,train
118944,train
104322,train
99635,train
324783,train
91629,train
11990,train
373711,train
146610,train
10992,train
122423,train
64253,train
356680,val
58068,train
105904,train
210666,train
25642,val
10965,train
138905,train
10504,val
3867,val
419274,train
173754,val
173805,train
153404,train
121023,train
65655,train
332600,train
247551,train
42987,train
24814,val
10730,train
355197,train
96984,train
387931,train
97836,val
174924,train
253603,val
3465,train
77026,val
98211,train
107728,train
360620,train
42356,train
140342,train
144337,train
124855,train
40355,train
15918,val
377585,train
29654,train
86469,train
424295,train
91428,train
81345,train
146496,train
142652,train
26557,train
105627,train
160312,train
84028,train
92944,val
40945,val
74952,train
21335,train
111020,train
169041,train
82932,train
153502,train
152344,train
431533,train
360484,train
28929,train
62630,train
35138,train
422158,train
242017,train
253973,train
110107,train
134846,train
5677,val
91925,train
345489,train
16102,val
14945,train
13925,train
335281,val
152853,train
370732,train
78842,train
171513,train
27059,val
54206,train
155707,train
102403,train
116625,train
359602,train
182557,train
21117,train
18557,train
56058,train
394142,train
23561,train
354930,train
45464,train
78729,train
252808,train
373298,train
46682,train
28314,train
102863,train
53694,train
77747,train
17521,train
66096,train
172592,train
17507,train
74391,train
58174,train
56565,val
441156,val
115563,val
36122,train
477261,train
153649,train
146623,val
359743,train
253231,train
354193,train
373731,train
154105,train
10702,train
359381,train
153842,train
247060,val
374532,train
358608,train
153606,train
35932,val
80788,train
26561,val
33148,train
64551,train
354229,train
179337,train
8884,train
14222,train
16389,train
336891,val
15630,train
231452,train
12760,train
209772,train
211902,train
398705,val
221614,train
78862,train
192057,train
264144,train
105537,train
2767,train
64747,train
136408,train
176282,train
26215,val
177139,train
76987,train
110123,train
140825,train
69096,train
80789,train
22691,train
64168,train
166427,train
165289,train
89552,train
242262,train
339645,train
188822,train
4430,train
70983,val
89438,train
434603,train
47296,val
355757,train
458030,val
9320,train
338258,val
428299,train
89441,val
37592,train
40882,train
246067,train
424402,train
386921,train
245268,train
5649,train
113579,val
46697,train
259999,train
319700,val
198434,train
155639,train
367819,train
263668,train
86478,train
23998,val
157770,train
370166,train
11603,train
164057,train
86346,train
85957,train
82784,train
178849,val
250383,train
323702,train
116793,train
99510,train
56513,train
146693,train
2532,train
188089,train
402020,train
59962,train
119450,train
86429,train
63342,train
215935,train
86952,train
185529,train
111094,train
96174,train
148813,val
32550,train
175965,train
23741,val
190675,train
359827,train
108770,val
109897,train
175681,train
8437,train
330925,train
39325,val
427795,train
217543,train
167900,train
387467,train
120110,train
413684,val
40271,train
61856,train
46066,val
265677,val
169157,train
17057,train
146561,val
153096,val
198248,val
164192,train
136304,train
236455,train
94637,train
17737,train
112213,train
10546,train
116893,train
82001,train
182935,train
68409,val
55936,val
97644,train
239860,train
45583,train
33307,train
75228,train
146613,train
316902,val
373613,val
72333,train
146640,val
136957,val
67341,train
156734,train
50322,train
21385,val
197450,train
132230,train
127121,train
220817,val
17902,train
15928,val
30026,val
391290,train
39932,train
232634,train
396464,train
188756,train
78877,val
327677,train
151718,train
16378,train
85731,train
151981,train
336586,val
359425,train
29414,train
60837,train
109530,train
233205,val
164658,train
84420,train
372390,train
174035,train
20021,train
148814,train
79089,train
76685,train
61515,train
164085,train
189852,train
171608,train
20697,train
91761,train
155094,train
42629,train
157491,train
122605,train
194925,train
127192,val
161681,train
94636,train
87685,val
28165,train
17698,train
355016,train
193344,val
95388,train
54123,train
92062,train
201127,train
22906,val
12672,train
170549,val
372842,train
149395,train
4268,train
270720,train
395407,train
116356,val
261420,train
26932,train
124025,train
426907,train
263534,train
50182,train
61785,train
236370,train
433721,train
19188,train
61985,val
360462,train
132807,train
31527,train
147139,train
44655,train
93370,train
137909,val
148607,train
371913,train
325255,train
274853,train
125063,val
412528,train
328761,train
187267,train
334683,train
97371,train
166950,train
160254,train
199492,train
374393,train
11016,val
249008,train
50946,train
358016,val
136047,train
247139,train
6517,val
355961,train
373820,train
25693,train
359435,val
247247,train
12782,train
3321,train
352386,train
191678,train
171270,val
239237,train
348830,train
412543,train
124429,train
96840,train
101331,train
326782,train
85362,train
145481,train
50810,val
51680,train
127314,train
102825,train
64185,train
33447,train
160911,val
82024,train
39617,train
67828,train
57670,train
146844,train
158982,train
16835,train
346504,train
325657,train
412542,val
404407,val
5509,val
399740,train
169282,train
108469,train
115496,train
152614,train
216388,train
109594,train
60475,train
184483,train
11647,train
100347,train
38250,train
358077,train
82177,train
354263,train
114105,train
420464,val
79480,val
374710,train
33927,train
116378,train
146487,train
358197,train
384069,train
22686,train
67865,train
61915,val
35956,train
116902,train
97832,train
137898,train
104670,train
123040,train
86470,train
72883,train
402711,train
102839,val
73,train
362503,train
83974,train
59609,train
102437,train
215674,train
86438,train
9748,train
75021,train
36494,val
247477,train
199867,val
35944,train
270602,val
419027,train
426039,train
109574,train
423740,val
240096,train
432407,train
302515,train
85335,train
1283,train
414203,val
153411,train
491279,train
477099,train
66598,train
164875,train
59043,train
75978,train
49084,val
69095,train
73517,train
65396,train
155282,train
144141,train
104392,train
65537,train
104105,train
159435,train
146870,val
56171,val
104998,train
164387,train
86344,train
134055,train
373926,val
145409,train
147523,train
63682,val
214716,train
38238,val
321741,val
170102,train
40462,val
352681,val
157328,train
47303,val
171596,train
414085,train
354833,train
54486,val
104218,train
109620,train
239136,train
3345,train
11788,train
373207,val
38457,val
219259,train
72341,val
148252,train
85804,val
153826,train
153595,train
10810,val
354373,train
338167,train
115929,train
27872,train
232635,train
376036,train
88915,val
89331,train
3891,train
153588,val
154003,train
156098,train
108928,train
86425,train
104003,val
117226,train
92391,train
91081,train
381275,train
340481,train
61759,train
156767,train
399536,train
408487,train
26937,val
54455,val
364654,train
2993,train
155573,val
28915,train
213453,val
389427,train
267486,train
213160,train
62139,train
153039,val
75525,val
29722,val
68654,train
395282,train
118723,train
5581,val
22753,train
80079,val
130136,train
86767,train
47230,train
27694,train
180328,train
23771,val
163603,train
33196,train
86960,train
259978,val
117625,train
91765,train
63232,train
100843,train
123691,train
179339,train
53683,val
17556,val
3751,train
62509,train
142593,train
119560,train
47874,train
126123,val
23586,train
78623,train
411919,train
415445,val
13640,train
170313,train
347033,train
238394,train
252712,train
196071,val
50171,train
16665,train
68058,train
26219,train
106467,train
50422,train
102105,train
28056,train
43176,train
72555,val
411222,train
141826,train
109562,train
378698,train
186394,train
50577,train
335518,train
15728,train
168028,train
87680,train
272387,train
8762,train
18107,train
205826,train
66284,train
434951,train
249476,train
90190,train
27353,train
250063,train
135846,train
162025,train
50197,train
209685,train
26550,train
26602,val
239856,train
360851,val
373276,train
372646,train
261038,train
373604,train
39206,val
414615,train
399045,train
105873,val
137562,train
19155,train
113090,val
193784,val
50269,val
319113,train
125596,val
354196,train
84052,train
353473,train
136966,train
4281,val
390700,train
368505,train
74544,train
46731,train
365007,train
16208,train
155569,train
103193,train
192790,train
28628,train
114065,train
58052,val
116428,val
3652,val
19822,val
248444,train
327432,train
142848,train
390712,train
110162,train
80190,val
114347,train
132911,train
118956,train
81574,val
236492,val
63618,train
29321,train
151808,train
418632,val
146858,train
365548,train
383671,train
68740,train
247258,train
50316,train
361910,val
243570,train
22778,train
153602,val
158772,train
133856,train
130753,train
441157,train
69961,train
63466,train
246887,train
178825,train
240347,train
60155,train
161924,train
218418,train
239509,train
125243,train
35441,train
41784,train
72077,train
27312,train
151591,train
58907,train
109545,train
148495,train
214732,train
108877,train
44615,train
53493,train
374735,train
87315,train
75223,train
16435,val
64187,train
373612,train
207167,train
33793,train
114111,train
340926,val
13463,train
261193,train
200940,val
142655,train
183062,train
120654,train
333403,train
24647,train
250380,train
324746,train
368431,train
146432,val
69811,train
97642,val
23910,train
219212,train
61231,train
235166,train
105291,train
190028,val
136953,val
9548,train
271416,train
114330,train
424706,train
245110,train
152594,val
121472,val
216009,train
199203,train
20620,val
88931,train
109126,val
15922,val
14007,train
20017,train
82816,train
13041,val
172863,train
222213,val
127671,train
357171,train
344150,train
51035,val
89959,train
104528,train
184798,train
10133,train
61562,val
161278,train
1263,train
71087,train
5514,val
69726,train
151045,train
354188,train
163496,train
125582,train
358657,train
162692,train
157195,train
89895,train
64607,val
406243,val
428989,train
127231,train
239659,train
240804,val
211903,train
343165,val
135698,train
246937,val
86836,train
93334,train
332914,train
58656,val
100904,train
222341,train
1375,val
157018,val
244452,train
33694,train
96727,train
23667,train
425440,train
27054,val
97512,train
60052,train
137535,val
427113,train
101408,train
235724,val
79449,train
170563,train
261488,train
247203,val
233830,train
136306,train
372322,train
47040,train
120973,train
98739,train
91078,train
366632,val
58034,train
412162,train
381483,train
5194,train
130042,val
25355,train
28776,train
158604,val
86680,train
343613,val
198251,train
105836,train
114188,train
195739,train
410678,train
160306,train
105924,train
5627,train
4269,train
374959,train
34180,train
33439,train
42845,train
29193,val
221532,val
10424,train
195300,train
83437,train
104766,train
137121,val
220582,val
340594,train
117223,train
93368,train
78795,val
62501,train
382023,train
57410,train
118859,train
59726,train
30987,train
48315,train
331608,train
222344,train
330400,train
393818,train
58510,train
201990,train
87773,val
158610,train
18880,train
164173,train
1053,train
23913,val
236565,train
117219,train
379468,train
52833,train
357489,train
395241,train
72291,train
58507,train
354736,train
383494,train
5680,train
379750,val
18665,train
356479,train
377266,val
86401,train
84031,train
116366,train
161948,train
373558,train
41588,train
359706,train
369285,val
153552,train
212703,train
112779,train
64282,train
189508,train
40302,train
33257,train
48589,train
402141,train
156042,val
20022,val
241210,train
128309,train
386593,val
50257,train
5197,train
50274,train
69813,val
176226,train
165746,val
104888,train
15568,train
386111,train
14946,val
416364,train
344559,train
42904,train
163007,val
237948,train
248880,val
79390,train
119355,train
109616,val
423853,train
332000,train
62311,val
14956,val
179543,train
195272,train
11505,train
380043,train
71120,train
210684,val
246687,train
35836,val
168878,train
382490,train
241492,train
150161,train
242241,train
60781,val
263949,train
374357,train
355124,train
157248,train
251130,val
26600,train
104338,val
170332,train
57209,val
160017,train
6986,val
372939,val
332318,train
10827,train
188886,val
363684,val
428164,train
51261,train
236557,train
63892,val
38395,train
407754,train
73454,train
65340,val
102190,train
435557,val
63391,train
62109,train
127375,train
22127,train
32284,train
193635,train
357903,train
106481,train
104029,val
59122,train
23859,train
200900,train
165070,val
136032,train
184237,val
374836,train
209965,train
31725,train
216763,train
114163,train
61709,train
414752,train
136302,val
20381,train
10521,train
39622,train
353207,train
398032,train
39531,train
393632,train
50857,train
148355,train
27503,train
349514,train
102348,train
356451,train
192413,train
136991,train
254644,train
28377,train
377137,train
154010,train
276948,train
257609,val
379748,train
203111,train
244012,val
111011,train
172314,train
24601,train
397375,train
429057,train
50373,train
321200,train
374736,train
414030,val
27558,train
423791,train
417116,train
156784,train
12002,val
386254,train
261199,train
426906,train
76322,train
161967,train
153670,train
79391,train
259170,train
10502,train
337000,train
187135,val
96158,train
120470,train
28831,train
372408,val
4528,val
10942,train
178605,val
128833,train
386358,train
371157,train
69590,train
58273,train
26070,train
158973,train
171464,train
61719,train
179233,train
168058,train
64184,train
58293,train
113277,train
157436,train
40405,val
274877,train
237210,val
15923,val
407932,val
237958,train
83992,train
146095,train
239141,train
61778,train
77309,train
126853,train
166345,train
381467,train
164175,val
65517,val
152351,train
90278,val
51354,train
50301,val
102027,train
345133,train
109543,train
71862,train
1054,val
29825,train
104388,train
38943,train
51479,val
55959,val
152980,train
29062,val
11926,train
86705,val
163012,train
11257,train
417835,val
6229,val
118275,val
32605,train
158971,train
28591,val
127171,train
177845,train
160379,train
48057,train
41102,train
188477,train
242232,train
251172,train
336996,train
40903,val
15641,train
218988,val
184271,val
256414,train
184689,train
67744,train
54387,train
85694,train
127625,val
50196,train
123039,val
20536,val
114157,train
165034,val
189830,train
271514,train
154220,train
182992,train
34896,train
219772,train
204649,train
18593,val
764,train
18563,train
114103,train
188940,train
69470,train
383688,train
105645,train
84000,train
10134,train
418949,train
24103,train
24728,train
6028,train
169810,val
376031,train
25068,train
382835,val
76497,train
64466,val
1945,train
387698,val
148534,train
54388,train
78493,val
73753,train
10497,train
417786,train
426389,train
137658,train
84563,val
415428,val
165356,val
109152,train
419738,val
29004,train
369070,train
104430,train
60793,train
119395,train
45063,val
161250,train
315932,train
11849,train
5504,train
359816,val
216534,train
51105,val
107141,train
483494,train
104783,train
190582,val
84099,train
31821,train
247166,train
348081,train
104650,train
33189,val
58928,train
76560,val
85901,train
33306,val
1127,val
236350,train
383615,train
199880,val
377814,train
121017,train
183408,train
373670,train
109622,val
247511,val
50250,train
2689,train
14854,train
110317,train
263078,val
59509,val
132812,train
30877,val
117234,train
164164,train
45001,train
143613,train
29028,train
408101,train
80119,val
233807,train
41503,train
262213,train
357922,train
29437,train
44881,train
52419,train
184217,val
9350,train
153542,train
162091,train
374504,val
152105,train
50189,train
54535,train
24650,train
119281,train
34511,train
58415,train
55059,train
73757,train
176539,train
9656,train
414985,train
213698,train
109953,train
238581,val
92260,train
5754,val
32870,val
57519,train
115088,train
372392,train
373880,train
27071,train
64595,train
78737,train
65652,train
181232,train
45022,train
15607,val
69338,train
214394,train
61321,val
427812,train
114136,val
86419,train
373361,train
24642,train
171248,train
270718,train
158594,val
239517,train
236657,train
171118,train
257375,train
79173,train
26661,val
352194,train
276057,train
352958,train
35289,val
354273,val
424109,train
42368,train
356460,val
204179,val
320166,train
18073,train
273994,train
105901,val
274751,train
131114,val
414805,val
10867,train
79277,train
64199,train
373602,train
268011,train
25691,train
63378,train
161933,train
249847,train
325881,train
248475,train
235190,train
131239,train
432115,val
28440,train
169933,val
374099,train
57503,train
133227,train
33909,train
11768,train
63583,train
61762,val
377584,train
259590,train
62256,train
236449,val
114165,train
133792,train
266481,train
517,train
156641,train
28316,train
143583,train
45125,train
275891,train
10109,train
183082,val
54754,train
81992,train
157642,train
110359,train
155206,train
26269,train
51483,train
379033,train
343098,train
96462,train
2700,train
204003,train
32405,train
114430,train
29893,val
467337,val
4854,val
195544,train
75949,train
177605,val
186944,train
217356,train
20418,train
38215,train
241517,train
383574,train
11700,train
137934,train
151723,train
235103,train
138125,val
427196,train
68382,train
114336,train
28756,val
2713,train
183750,train
108056,train
165285,val
166238,train
358195,train
152331,train
371151,val
382589,train
76661,train
23756,train
142762,val
10086,train
192092,train
166106,train
427941,train
28011,train
40446,train
20630,train
64249,val
186340,val
77343,train
121222,train
3466,val
368347,val
127373,train
84103,val
474796,train
327133,train
374920,val
45987,val
28006,train
31259,train
105833,train
19799,train
95323,train
358306,train
326959,train
235418,train
19154,val
191849,train
366335,val
50295,train
83986,val
40320,val
189381,train
142682,val
138768,train
148945,train
153738,train
423744,val
199173,val
64100,train
59031,train
40396,val
135208,train
37940,val
254621,train
138571,train
151354,train
52758,train
76892,train
356449,val
111776,train
399351,train
360063,train
53786,train
27355,train
29214,val
193809,val
137602,train
10825,train
11823,train
29503,val
76648,train
94010,train
231495,val
420264,train
101834,train
104609,val
60638,val
38293,train
177887,train
114145,train
379260,val
372853,train
232929,train
414358,train
333610,train
163115,train
49235,val
210319,train
18456,train
29920,train
76418,train
19761,val
247234,train
105831,train
247735,train
427387,train
554,train
50569,val
67182,train
173096,train
127590,train
12956,train
193966,train
156728,train
144676,train
262426,train
214420,train
137429,train
354999,train
45819,train
160767,train
130650,train
64290,train
343901,train
245200,val
171168,val
120823,train
11923,train
185999,train
248775,train
268215,train
420324,val
189386,train
94687,train
120674,train
45405,train
372481,train
72340,train
56950,train
110160,train
91584,train
210631,train
373333,train
6305,train
153690,train
109483,train
156799,train
59457,val
464325,train
42814,train
423106,train
170857,val
139988,train
321643,train
86972,train
239333,train
59773,train
388826,train
10088,train
345264,train
431435,train
189626,train
77061,train
114070,train
171194,train
397588,train
10495,train
